,Pairs,source,target,Reaction
635,C00014_C00020,C00014,C00020,R00189
636,C00014_C00013,C00014,C00013,R00189
637,C00014_C00003,C00014,C00003,R00189
638,C00020_C00147,C00020,C00147,R00190
639,C00020_C00119,C00020,C00119,R00190
640,C00013_C00147,C00013,C00147,R00190
641,C00013_C00119,C00013,C00119,R00190
642,C00575_C00020,C00575,C00020,R00191
643,C00001_C00020,C00001,C00020,R00191
644,C00021_C00212,C00021,C00212,R00192
645,C00021_C00155,C00021,C00155,R00192
646,C00001_C00212,C00001,C00212,R00192
647,C00001_C00155,C00001,C00155,R00192
648,C00021_C03431,C00021,C03431,R00193
649,C00021_C00014,C00021,C00014,R00193
650,C00001_C03431,C00001,C03431,R00193
651,C00001_C00014,C00001,C00014,R00193
652,C00021_C03539,C00021,C03539,R00194
653,C00021_C00147,C00021,C00147,R00194
654,C00001_C03539,C00001,C03539,R00194
655,C00001_C00147,C00001,C00147,R00194
656,C06393_C00022,C06393,C00022,R00195
657,C06393_C00014,C06393,C00014,R00195
658,C00001_C00022,C00001,C00022,R00195
659,C00001_C00014,C00001,C00014,R00195
660,C00186_C00022,C00186,C00022,R00196
661,C00186_C00126,C00186,C00126,R00196
662,C00186_C00080,C00186,C00080,R00196
663,C00125_C00022,C00125,C00022,R00196
664,C00125_C00126,C00125,C00126,R00196
665,C00125_C00080,C00125,C00080,R00196
666,C00256_C00022,C00256,C00022,R00197
667,C00256_C00126,C00256,C00126,R00197
668,C00256_C00080,C00256,C00080,R00197
669,C00125_C00022,C00125,C00022,R00197
670,C00125_C00126,C00125,C00126,R00197
671,C00125_C00080,C00125,C00080,R00197
672,C00256_C00022,C00256,C00022,R00198
673,C00256_C01071,C00256,C01071,R00198
674,C00256_C00080,C00256,C00080,R00198
675,C01070_C00022,C01070,C00022,R00198
676,C01070_C01071,C01070,C01071,R00198
677,C01070_C00080,C01070,C00080,R00198
678,C00002_C00020,C00002,C00020,R00199
679,C00002_C00074,C00002,C00074,R00199
680,C00002_C00009,C00002,C00009,R00199
681,C00022_C00020,C00022,C00020,R00199
682,C00022_C00074,C00022,C00074,R00199
683,C00022_C00009,C00022,C00009,R00199
684,C00001_C00020,C00001,C00020,R00199
685,C00001_C00074,C00001,C00074,R00199
686,C00001_C00009,C00001,C00009,R00199
687,C00002_C00008,C00002,C00008,R00200
688,C00002_C00074,C00002,C00074,R00200
689,C00022_C00008,C00022,C00008,R00200
690,C00022_C00074,C00022,C00074,R00200
691,C00546_C00022,C00546,C00022,R00203
692,C00546_C00004,C00546,C00004,R00203
693,C00546_C00080,C00546,C00080,R00203
694,C00003_C00022,C00003,C00022,R00203
695,C00003_C00004,C00003,C00004,R00203
696,C00003_C00080,C00003,C00080,R00203
697,C00001_C00022,C00001,C00022,R00203
698,C00001_C00004,C00001,C00004,R00203
699,C00001_C00080,C00001,C00080,R00203
700,C00546_C00022,C00546,C00022,R00205
701,C00546_C00005,C00546,C00005,R00205
702,C00546_C00080,C00546,C00080,R00205
703,C00006_C00022,C00006,C00022,R00205
704,C00006_C00005,C00006,C00005,R00205
705,C00006_C00080,C00006,C00080,R00205
706,C00001_C00022,C00001,C00022,R00205
707,C00001_C00005,C00001,C00005,R00205
708,C00001_C00080,C00001,C00080,R00205
709,C00002_C00020,C00002,C00020,R00206
710,C00002_C00074,C00002,C00074,R00206
711,C00002_C00013,C00002,C00013,R00206
712,C00022_C00020,C00022,C00020,R00206
713,C00022_C00074,C00022,C00074,R00206
714,C00022_C00013,C00022,C00013,R00206
715,C00009_C00020,C00009,C00020,R00206
716,C00009_C00074,C00009,C00074,R00206
717,C00009_C00013,C00009,C00013,R00206
718,C00022_C00227,C00022,C00227,R00207
719,C00022_C00027,C00022,C00027,R00207
720,C00022_C00011,C00022,C00011,R00207
721,C00009_C00227,C00009,C00227,R00207
722,C00009_C00027,C00009,C00027,R00207
723,C00009_C00011,C00009,C00011,R00207
724,C00007_C00227,C00007,C00227,R00207
725,C00007_C00027,C00007,C00027,R00207
726,C00007_C00011,C00007,C00011,R00207
727,C00074_C00022,C00074,C00022,R00208
728,C00074_C00009,C00074,C00009,R00208
729,C00001_C00022,C00001,C00022,R00208
730,C00001_C00009,C00001,C00009,R00208
731,C00022_C00024,C00022,C00024,R00209
732,C00022_C00011,C00022,C00011,R00209
733,C00022_C00004,C00022,C00004,R00209
734,C00022_C00080,C00022,C00080,R00209
735,C00010_C00024,C00010,C00024,R00209
736,C00010_C00011,C00010,C00011,R00209
737,C00010_C00004,C00010,C00004,R00209
738,C00010_C00080,C00010,C00080,R00209
739,C00003_C00024,C00003,C00024,R00209
740,C00003_C00011,C00003,C00011,R00209
741,C00003_C00004,C00003,C00004,R00209
742,C00003_C00080,C00003,C00080,R00209
743,C00022_C00024,C00022,C00024,R00210
744,C00022_C00011,C00022,C00011,R00210
745,C00022_C00005,C00022,C00005,R00210
746,C00022_C00080,C00022,C00080,R00210
747,C00010_C00024,C00010,C00024,R00210
748,C00010_C00011,C00010,C00011,R00210
749,C00010_C00005,C00010,C00005,R00210
750,C00010_C00080,C00010,C00080,R00210
751,C00006_C00024,C00006,C00024,R00210
752,C00006_C00011,C00006,C00011,R00210
753,C00006_C00005,C00006,C00005,R00210
754,C00006_C00080,C00006,C00080,R00210
755,C00022_C00027,C00022,C00027,R00211
756,C00022_C00024,C00022,C00024,R00211
757,C00022_C00011,C00022,C00011,R00211
758,C00010_C00027,C00010,C00027,R00211
759,C00010_C00024,C00010,C00024,R00211
760,C00010_C00011,C00010,C00011,R00211
761,C00007_C00027,C00007,C00027,R00211
762,C00007_C00024,C00007,C00024,R00211
763,C00007_C00011,C00007,C00011,R00211
764,C00024_C00010,C00024,C00010,R00212
765,C00024_C00022,C00024,C00022,R00212
766,C00058_C00010,C00058,C00010,R00212
767,C00058_C00022,C00058,C00022,R00212
768,C03015_C00022,C03015,C00022,R00213
769,C03015_C00014,C03015,C00014,R00213
770,C03015_C00011,C03015,C00011,R00213
771,C00001_C00022,C00001,C00022,R00213
772,C00001_C00014,C00001,C00014,R00213
773,C00001_C00011,C00001,C00011,R00213
774,C00149_C00022,C00149,C00022,R00214
775,C00149_C00011,C00149,C00011,R00214
776,C00149_C00004,C00149,C00004,R00214
777,C00149_C00080,C00149,C00080,R00214
778,C00003_C00022,C00003,C00022,R00214
779,C00003_C00011,C00003,C00011,R00214
780,C00003_C00004,C00003,C00004,R00214
781,C00003_C00080,C00003,C00080,R00214
782,C00497_C00022,C00497,C00022,R00215
783,C00497_C00011,C00497,C00011,R00215
784,C00497_C00004,C00497,C00004,R00215
785,C00497_C00080,C00497,C00080,R00215
786,C00003_C00022,C00003,C00022,R00215
787,C00003_C00011,C00003,C00011,R00215
788,C00003_C00004,C00003,C00004,R00215
789,C00003_C00080,C00003,C00080,R00215
790,C00149_C00022,C00149,C00022,R00216
791,C00149_C00011,C00149,C00011,R00216
792,C00149_C00005,C00149,C00005,R00216
793,C00149_C00080,C00149,C00080,R00216
794,C00006_C00022,C00006,C00022,R00216
795,C00006_C00011,C00006,C00011,R00216
796,C00006_C00005,C00006,C00005,R00216
797,C00006_C00080,C00006,C00080,R00216
798,C00036_C00022,C00036,C00022,R00217
799,C00036_C00011,C00036,C00011,R00217
800,C03248_C00022,C03248,C00022,R00218
801,C03248_C00011,C03248,C00011,R00218
802,C00001_C00022,C00001,C00022,R00218
803,C00001_C00011,C00001,C00011,R00218
804,C00022_C03981,C00022,C03981,R00219
805,C00011_C03981,C00011,C03981,R00219
806,C00065_C00022,C00065,C00022,R00220
807,C00065_C00014,C00065,C00014,R00220
808,C00740_C00022,C00740,C00022,R00221
809,C00740_C00014,C00740,C00014,R00221
810,C00716_C00022,C00716,C00022,R00223
811,C00716_C00014,C00716,C00014,R00223
812,C00022_C00084,C00022,C00084,R00224
813,C00022_C00011,C00022,C00011,R00224
814,C06010_C00022,C06010,C00022,R00226
815,C00011_C00022,C00011,C00022,R00226
816,C00024_C00010,C00024,C00010,R00227
817,C00024_C00033,C00024,C00033,R00227
818,C00001_C00010,C00001,C00010,R00227
819,C00001_C00033,C00001,C00033,R00227
820,C00084_C00024,C00084,C00024,R00228
821,C00084_C00004,C00084,C00004,R00228
822,C00084_C00080,C00084,C00080,R00228
823,C00010_C00024,C00010,C00024,R00228
824,C00010_C00004,C00010,C00004,R00228
825,C00010_C00080,C00010,C00080,R00228
826,C00003_C00024,C00003,C00024,R00228
827,C00003_C00004,C00003,C00004,R00228
828,C00003_C00080,C00003,C00080,R00228
829,C00002_C00008,C00002,C00008,R00229
830,C00002_C00024,C00002,C00024,R00229
831,C00002_C00009,C00002,C00009,R00229
832,C00033_C00008,C00033,C00008,R00229
833,C00033_C00024,C00033,C00024,R00229
834,C00033_C00009,C00033,C00009,R00229
835,C00010_C00008,C00010,C00008,R00229
836,C00010_C00024,C00010,C00024,R00229
837,C00010_C00009,C00010,C00009,R00229
838,C00024_C00010,C00024,C00010,R00230
839,C00024_C00227,C00024,C00227,R00230
840,C00009_C00010,C00009,C00010,R00230
841,C00009_C00227,C00009,C00227,R00230
842,C00083_C00024,C00083,C00024,R00233
843,C00083_C00011,C00083,C00011,R00233
844,C00002_C00020,C00002,C00020,R00235
845,C00002_C00013,C00002,C00013,R00235
846,C00002_C00024,C00002,C00024,R00235
847,C00033_C00020,C00033,C00020,R00235
848,C00033_C00013,C00033,C00013,R00235
849,C00033_C00024,C00033,C00024,R00235
850,C00010_C00020,C00010,C00020,R00235
851,C00010_C00013,C00010,C00013,R00235
852,C00010_C00024,C00010,C00024,R00235
853,C05993_C00020,C05993,C00020,R00236
854,C05993_C00024,C05993,C00024,R00236
855,C00010_C00020,C00010,C00020,R00236
856,C00010_C00024,C00010,C00024,R00236
857,C01011_C00024,C01011,C00024,R00237
858,C01011_C00022,C01011,C00022,R00237
859,C00024_C00010,C00024,C00010,R00238
860,C00024_C00332,C00024,C00332,R00238
861,C00002_C00008,C00002,C00008,R00239
862,C00002_C03287,C00002,C03287,R00239
863,C00025_C00008,C00025,C00008,R00239
864,C00025_C03287,C00025,C03287,R00239
865,C00025_C00026,C00025,C00026,R00243
866,C00025_C00014,C00025,C00014,R00243
867,C00025_C00004,C00025,C00004,R00243
868,C00025_C00080,C00025,C00080,R00243
869,C00003_C00026,C00003,C00026,R00243
870,C00003_C00014,C00003,C00014,R00243
871,C00003_C00004,C00003,C00004,R00243
872,C00003_C00080,C00003,C00080,R00243
873,C00001_C00026,C00001,C00026,R00243
874,C00001_C00014,C00001,C00014,R00243
875,C00001_C00004,C00001,C00004,R00243
876,C00001_C00080,C00001,C00080,R00243
877,C01165_C00025,C01165,C00025,R00245
878,C01165_C00004,C01165,C00004,R00245
879,C01165_C00080,C01165,C00080,R00245
880,C00003_C00025,C00003,C00025,R00245
881,C00003_C00004,C00003,C00004,R00245
882,C00003_C00080,C00003,C00080,R00245
883,C00001_C00025,C00001,C00025,R00245
884,C00001_C00004,C00001,C00004,R00245
885,C00001_C00080,C00001,C00080,R00245
886,C00025_C00026,C00025,C00026,R00248
887,C00025_C00014,C00025,C00014,R00248
888,C00025_C00005,C00025,C00005,R00248
889,C00025_C00080,C00025,C00080,R00248
890,C00006_C00026,C00006,C00026,R00248
891,C00006_C00014,C00006,C00014,R00248
892,C00006_C00005,C00006,C00005,R00248
893,C00006_C00080,C00006,C00080,R00248
894,C00001_C00026,C00001,C00026,R00248
895,C00001_C00014,C00001,C00014,R00248
896,C00001_C00005,C00001,C00005,R00248
897,C00001_C00080,C00001,C00080,R00248
898,C00025_C00026,C00025,C00026,R00250
899,C00025_C00014,C00025,C00014,R00250
900,C00025_C00027,C00025,C00027,R00250
901,C00007_C00026,C00007,C00026,R00250
902,C00007_C00014,C00007,C00014,R00250
903,C00007_C00027,C00007,C00027,R00250
904,C00001_C00026,C00001,C00026,R00250
905,C00001_C00014,C00001,C00014,R00250
906,C00001_C00027,C00001,C00027,R00250
907,C00002_C00008,C00002,C00008,R00251
908,C00002_C00009,C00002,C00009,R00251
909,C00002_C00025,C00002,C00025,R00251
910,C01879_C00008,C01879,C00008,R00251
911,C01879_C00009,C01879,C00009,R00251
912,C01879_C00025,C01879,C00025,R00251
913,C00001_C00008,C00001,C00008,R00251
914,C00001_C00009,C00001,C00009,R00251
915,C00001_C00025,C00001,C00025,R00251
916,C00002_C00008,C00002,C00008,R00253
917,C00002_C00009,C00002,C00009,R00253
918,C00002_C00064,C00002,C00064,R00253
919,C00025_C00008,C00025,C00008,R00253
920,C00025_C00009,C00025,C00009,R00253
921,C00025_C00064,C00025,C00064,R00253
922,C00014_C00008,C00014,C00008,R00253
923,C00014_C00009,C00014,C00009,R00253
924,C00014_C00064,C00014,C00064,R00253
925,C00025_C05829,C00025,C05829,R00254
926,C00025_C00001,C00025,C00001,R00254
927,C00014_C05829,C00014,C05829,R00254
928,C00014_C00001,C00014,C00001,R00254
929,C00011_C05829,C00011,C05829,R00254
930,C00011_C00001,C00011,C00001,R00254
931,C00064_C00025,C00064,C00025,R00256
932,C00064_C00014,C00064,C00014,R00256
933,C00001_C00025,C00001,C00025,R00256
934,C00001_C00014,C00001,C00014,R00256
935,C00002_C00020,C00002,C00020,R00257
936,C00002_C00013,C00002,C00013,R00257
937,C00002_C00003,C00002,C00003,R00257
938,C00002_C00025,C00002,C00025,R00257
939,C00857_C00020,C00857,C00020,R00257
940,C00857_C00013,C00857,C00013,R00257
941,C00857_C00003,C00857,C00003,R00257
942,C00857_C00025,C00857,C00025,R00257
943,C00064_C00020,C00064,C00020,R00257
944,C00064_C00013,C00064,C00013,R00257
945,C00064_C00003,C00064,C00003,R00257
946,C00064_C00025,C00064,C00025,R00257
947,C00001_C00020,C00001,C00020,R00257
948,C00001_C00013,C00001,C00013,R00257
949,C00001_C00003,C00001,C00003,R00257
950,C00001_C00025,C00001,C00025,R00257
951,C00041_C00022,C00041,C00022,R00258
952,C00041_C00025,C00041,C00025,R00258
953,C00026_C00022,C00026,C00022,R00258
954,C00026_C00025,C00026,C00025,R00258
955,C00024_C00010,C00024,C00010,R00259
956,C00024_C00624,C00024,C00624,R00259
957,C00025_C00010,C00025,C00010,R00259
958,C00025_C00624,C00025,C00624,R00259
959,C00025_C00217,C00025,C00217,R00260
960,C00025_C00334,C00025,C00334,R00261
961,C00025_C00011,C00025,C00011,R00261
962,C03618_C00025,C03618,C00025,R00262
963,C00025_C05723,C00025,C05723,R00263
964,C00433_C00026,C00433,C00026,R00264
965,C00433_C00005,C00433,C00005,R00264
966,C00433_C00080,C00433,C00080,R00264
967,C00006_C00026,C00006,C00026,R00264
968,C00006_C00005,C00006,C00005,R00264
969,C00006_C00080,C00006,C00080,R00264
970,C00001_C00026,C00001,C00026,R00264
971,C00001_C00005,C00001,C00005,R00264
972,C00001_C00080,C00001,C00080,R00264
973,C00026_C00091,C00026,C00091,R00265
974,C00026_C00011,C00026,C00011,R00265
975,C00026_C00005,C00026,C00005,R00265
976,C00026_C00080,C00026,C00080,R00265
977,C00010_C00091,C00010,C00091,R00265
978,C00010_C00011,C00010,C00011,R00265
979,C00010_C00005,C00010,C00005,R00265
980,C00010_C00080,C00010,C00080,R00265
981,C00006_C00091,C00006,C00091,R00265
982,C00006_C00011,C00006,C00011,R00265
983,C00006_C00005,C00006,C00005,R00265
984,C00006_C00080,C00006,C00080,R00265
985,C00311_C00026,C00311,C00026,R00267
986,C00311_C00011,C00311,C00011,R00267
987,C00311_C00005,C00311,C00005,R00267
988,C00311_C00080,C00311,C00080,R00267
989,C00006_C00026,C00006,C00026,R00267
990,C00006_C00011,C00006,C00011,R00267
991,C00006_C00005,C00006,C00005,R00267
992,C00006_C00080,C00006,C00080,R00267
993,C05379_C00026,C05379,C00026,R00268
994,C05379_C00011,C05379,C00011,R00268
995,C00940_C00026,C00940,C00026,R00269
996,C00940_C00014,C00940,C00014,R00269
997,C00001_C00026,C00001,C00026,R00269
998,C00001_C00014,C00001,C00014,R00269
999,C00026_C05572,C00026,C05572,R00270
1000,C00026_C00001,C00026,C00001,R00270
1001,C00014_C05572,C00014,C05572,R00270
1002,C00014_C00001,C00014,C00001,R00270
1003,C00024_C01251,C00024,C01251,R00271
1004,C00024_C00010,C00024,C00010,R00271
1005,C00001_C01251,C00001,C01251,R00271
1006,C00001_C00010,C00001,C00010,R00271
1007,C00026_C01251,C00026,C01251,R00271
1008,C00026_C00010,C00026,C00010,R00271
1009,C00026_C00232,C00026,C00232,R00272
1010,C00026_C00011,C00026,C00011,R00272
1011,C00209_C00027,C00209,C00027,R00273
1012,C00209_C00011,C00209,C00011,R00273
1013,C00007_C00027,C00007,C00027,R00273
1014,C00007_C00011,C00007,C00011,R00273
1015,C00027_C00127,C00027,C00127,R00274
1016,C00027_C00001,C00027,C00001,R00274
1017,C00051_C00127,C00051,C00127,R00274
1018,C00051_C00001,C00051,C00001,R00274
1019,C00704_C00027,C00704,C00027,R00275
1020,C00704_C00007,C00704,C00007,R00275
1021,C00080_C00027,C00080,C00027,R00275
1022,C00080_C00007,C00080,C00007,R00275
1023,C00647_C00018,C00647,C00018,R00277
1024,C00647_C00014,C00647,C00014,R00277
1025,C00647_C00027,C00647,C00027,R00277
1026,C00001_C00018,C00001,C00018,R00277
1027,C00001_C00014,C00001,C00014,R00277
1028,C00001_C00027,C00001,C00027,R00277
1029,C00007_C00018,C00007,C00018,R00277
1030,C00007_C00014,C00007,C00014,R00277
1031,C00007_C00027,C00007,C00027,R00277
1032,C00627_C00027,C00627,C00027,R00278
1033,C00627_C00018,C00627,C00018,R00278
1034,C00007_C00027,C00007,C00027,R00278
1035,C00007_C00018,C00007,C00018,R00278
1036,C00217_C00026,C00217,C00026,R00279
1037,C00217_C00014,C00217,C00014,R00279
1038,C00217_C00027,C00217,C00027,R00279
1039,C00001_C00026,C00001,C00026,R00279
1040,C00001_C00014,C00001,C00014,R00279
1041,C00001_C00027,C00001,C00027,R00279
1042,C00007_C00026,C00007,C00026,R00279
1043,C00007_C00014,C00007,C00014,R00279
1044,C00007_C00027,C00007,C00027,R00279
1045,C00028_C00030,C00028,C00030,R00280
1046,C00028_C00088,C00028,C00088,R00280
1047,C00533_C00030,C00533,C00030,R00280
1048,C00533_C00088,C00533,C00088,R00280
1049,C00001_C00030,C00001,C00030,R00280
1050,C00001_C00088,C00001,C00088,R00280
1051,C00028_C00030,C00028,C00030,R00282
1052,C00028_C00006,C00028,C00006,R00282
1053,C00005_C00030,C00005,C00030,R00282
1054,C00005_C00006,C00005,C00006,R00282
1055,C00080_C00030,C00080,C00030,R00282
1056,C00080_C00006,C00080,C00006,R00282
1057,C00028_C00192,C00028,C00192,R00283
1058,C00028_C00030,C00028,C00030,R00283
1059,C00028_C00002,C00028,C00002,R00283
1060,C00028_C00001,C00028,C00001,R00283
1061,C00014_C00192,C00014,C00192,R00283
1062,C00014_C00030,C00014,C00030,R00283
1063,C00014_C00002,C00014,C00002,R00283
1064,C00014_C00001,C00014,C00001,R00283
1065,C00001_C00192,C00001,C00192,R00283
1066,C00001_C00030,C00001,C00030,R00283
1067,C00001_C00002,C00001,C00002,R00283
1068,C00001_C00001,C00001,C00001,R00283
1069,C00009_C00192,C00009,C00192,R00283
1070,C00009_C00030,C00009,C00030,R00283
1071,C00009_C00002,C00009,C00002,R00283
1072,C00009_C00001,C00009,C00001,R00283
1073,C00008_C00192,C00008,C00192,R00283
1074,C00008_C00030,C00008,C00030,R00283
1075,C00008_C00002,C00008,C00002,R00283
1076,C00008_C00001,C00008,C00001,R00283
1077,C00028_C00192,C00028,C00192,R00284
1078,C00028_C00030,C00028,C00030,R00284
1079,C00014_C00192,C00014,C00192,R00284
1080,C00014_C00030,C00014,C00030,R00284
1081,C00001_C00192,C00001,C00192,R00284
1082,C00001_C00030,C00001,C00030,R00284
1083,C00029_C00167,C00029,C00167,R00286
1084,C00029_C00004,C00029,C00004,R00286
1085,C00029_C00080,C00029,C00080,R00286
1086,C00001_C00167,C00001,C00167,R00286
1087,C00001_C00004,C00001,C00004,R00286
1088,C00001_C00080,C00001,C00080,R00286
1089,C00003_C00167,C00003,C00167,R00286
1090,C00003_C00004,C00003,C00004,R00286
1091,C00003_C00080,C00003,C00080,R00286
1092,C00029_C00105,C00029,C00105,R00287
1093,C00029_C00103,C00029,C00103,R00287
1094,C00001_C00105,C00001,C00105,R00287
1095,C00001_C00103,C00001,C00103,R00287
1096,C00075_C00013,C00075,C00013,R00289
1097,C00075_C00029,C00075,C00029,R00289
1098,C00103_C00013,C00103,C00013,R00289
1099,C00103_C00029,C00103,C00029,R00289
1100,C00029_C00052,C00029,C00052,R00291
1101,C00029_C00015,C00029,C00015,R00292
1102,C00029_C00718,C00029,C00718,R00292
1103,C00718_C00015,C00718,C00015,R00292
1104,C00718_C00718,C00718,C00718,R00292
1105,C00029_C04089,C00029,C04089,R00293
1106,C00029_C00001,C00029,C00001,R00293
1107,C00533_C00887,C00533,C00887,R00294
1108,C00533_C00125,C00533,C00125,R00294
1109,C00533_C00001,C00533,C00001,R00294
1110,C00126_C00887,C00126,C00887,R00294
1111,C00126_C00125,C00126,C00125,R00294
1112,C00126_C00001,C00126,C00001,R00294
1113,C00080_C00887,C00080,C00887,R00294
1114,C00080_C00125,C00080,C00125,R00294
1115,C00080_C00001,C00080,C00001,R00294
1116,C01861_C00030,C01861,C00030,R00295
1117,C01861_C11481,C01861,C11481,R00295
1118,C01328_C00030,C01328,C00030,R00295
1119,C01328_C11481,C01328,C11481,R00295
1120,C00028_C00030,C00028,C00030,R00295
1121,C00028_C11481,C00028,C11481,R00295
1122,C00001_C00030,C00001,C00030,R00295
1123,C00001_C11481,C00001,C11481,R00295
1124,C00256_C00022,C00256,C00022,R00297
1125,C00256_C00030,C00256,C00030,R00297
1126,C00028_C00022,C00028,C00022,R00297
1127,C00028_C00030,C00028,C00030,R00297
1128,C03196_C00026,C03196,C00026,R00298
1129,C03196_C00030,C03196,C00030,R00298
1130,C00028_C00026,C00028,C00026,R00298
1131,C00028_C00030,C00028,C00030,R00298
1132,C00002_C00008,C00002,C00008,R00299
1133,C00002_C00092,C00002,C00092,R00299
1134,C00031_C00008,C00031,C00008,R00299
1135,C00031_C00092,C00031,C00092,R00299
1136,C00031_C00198,C00031,C00198,R00300
1137,C00031_C00004,C00031,C00004,R00300
1138,C00031_C00080,C00031,C00080,R00300
1139,C00003_C00198,C00003,C00198,R00300
1140,C00003_C00004,C00003,C00004,R00300
1141,C00003_C00080,C00003,C00080,R00300
1142,C00031_C03107,C00031,C03107,R00301
1143,C00031_C00005,C00031,C00005,R00301
1144,C00031_C00080,C00031,C00080,R00301
1145,C00006_C03107,C00006,C03107,R00301
1146,C00006_C00005,C00006,C00005,R00301
1147,C00006_C00080,C00006,C00080,R00301
1148,C00031_C02779,C00031,C02779,R00302
1149,C00031_C00027,C00031,C00027,R00302
1150,C00007_C02779,C00007,C02779,R00302
1151,C00007_C00027,C00007,C00027,R00302
